Time                       energy      ratio
2022-01-12/01:27:15          67.84    0.4980
2022-01-12/01:27:15          81.77    0.4100
2022-01-12/01:27:15          98.36    0.3979
2022-01-12/01:27:15          118.6    0.3473
2022-01-12/01:27:15          142.9    0.2908
2022-01-12/01:27:15          171.8    0.2354
2022-01-12/01:27:15          206.7    0.1850
2022-01-12/01:27:15          247.6    0.1480
2022-01-12/01:27:15          295.9    0.1487
2022-01-12/01:27:15          353.2    0.1393
2022-01-12/01:27:15          421.5    0.1235
2022-01-12/01:27:15          504.2    0.1118
2022-01-12/01:27:15          605.4    0.1012
2022-01-12/01:27:15          731.8   0.09317
2022-01-12/01:27:15          972.3   0.08276
2022-01-12/01:27:45        0.03075     0.000
2022-01-12/01:27:45        0.03242     0.000
2022-01-12/01:27:45        0.04127     0.000
2022-01-12/01:27:45        0.05200     0.000
2022-01-12/01:27:45        0.06481     0.000
2022-01-12/01:27:45        0.08088     0.000
2022-01-12/01:27:45         0.1005     0.000
2022-01-12/01:27:45         0.1256     0.000
2022-01-12/01:27:45         0.1565     0.000
2022-01-12/01:27:45         0.1950   0.02472
2022-01-12/01:27:45         0.2432    0.1030
2022-01-12/01:27:45         0.3030    0.2230
2022-01-12/01:27:45         0.3776    0.3120
2022-01-12/01:27:45         0.4700    0.5799
2022-01-12/01:27:45         0.5855    0.8895
2022-01-12/01:27:45         0.7291    0.9198
2022-01-12/01:27:45         0.9078    0.9180
2022-01-12/01:27:45          1.129    0.9049
2022-01-12/01:27:45          1.406    0.8789
2022-01-12/01:27:45          1.751    0.8362
2022-01-12/01:27:45          2.180    0.9940
2022-01-12/01:27:45          2.715    0.9973
2022-01-12/01:27:45          3.375    0.9968
2022-01-12/01:27:45          4.202    0.9955
2022-01-12/01:27:45          5.232    0.9930
2022-01-12/01:27:45          6.521    0.9881
2022-01-12/01:27:45          8.126    0.9803
2022-01-12/01:27:45          10.11    0.9666
2022-01-12/01:27:45          12.59    0.9725
2022-01-12/01:27:45          15.68    0.9610
2022-01-12/01:27:45          19.53    0.9439
2022-01-12/01:27:45          24.32    0.9146
2022-01-12/01:27:45          39.23    0.8001
2022-01-12/01:27:45          46.73    0.7437
2022-01-12/01:27:45          56.30    0.6684
2022-01-12/01:27:45          67.84    0.5776
2022-01-12/01:27:45          81.77    0.4816
2022-01-12/01:27:45          98.36    0.4383
2022-01-12/01:27:45          118.6    0.3775
2022-01-12/01:27:45          142.9    0.3199
2022-01-12/01:27:45          171.8    0.2679
2022-01-12/01:27:45          206.7    0.2208
2022-01-12/01:27:45          247.6    0.1846
2022-01-12/01:27:45          295.9    0.1745
2022-01-12/01:27:45          353.2    0.1595
2022-01-12/01:27:45          421.5    0.1414
2022-01-12/01:27:45          504.2    0.1274
2022-01-12/01:27:45          605.4    0.1143
2022-01-12/01:27:45          731.8    0.1033
2022-01-12/01:27:45          972.3   0.08896
2022-01-12/01:28:15        0.03075     0.000
2022-01-12/01:28:15        0.03242     0.000
2022-01-12/01:28:15        0.04127     0.000
2022-01-12/01:28:15        0.05200     0.000
2022-01-12/01:28:15        0.06481     0.000
2022-01-12/01:28:15        0.08088     0.000
2022-01-12/01:28:15         0.1005     0.000
2022-01-12/01:28:15         0.1256     0.000
2022-01-12/01:28:15         0.1565     0.000
2022-01-12/01:28:15         0.1950    0.4594
2022-01-12/01:28:15         0.2432    0.8666
2022-01-12/01:28:15         0.3030    0.9603
2022-01-12/01:28:15         0.3776    0.9767
2022-01-12/01:28:15         0.4700    0.9834
2022-01-12/01:28:15         0.5855    0.9875
2022-01-12/01:28:15         0.7291    0.9890
2022-01-12/01:28:15         0.9078    0.9892
2022-01-12/01:28:15          1.129    0.9885
2022-01-12/01:28:15          1.406    0.9871
2022-01-12/01:28:15          1.751    0.9852
2022-01-12/01:28:15          2.180    0.9934
2022-01-12/01:28:15          2.715    0.9962
2022-01-12/01:28:15          3.375    0.9956
2022-01-12/01:28:15          4.202    0.9942
2022-01-12/01:28:15          5.232    0.9916
2022-01-12/01:28:15          6.521    0.9871
2022-01-12/01:28:15          8.126    0.9811
2022-01-12/01:28:15          10.11    0.9711
2022-01-12/01:28:15          12.59    0.9746
2022-01-12/01:28:15          15.68    0.9647
2022-01-12/01:28:15          19.53    0.9549
2022-01-12/01:28:15          24.32    0.9424
2022-01-12/01:28:15          39.23    0.8622
2022-01-12/01:28:15          46.73    0.8046
2022-01-12/01:28:15          56.30    0.7267
2022-01-12/01:28:15          67.84    0.6460
2022-01-12/01:28:15          81.77    0.5815
2022-01-12/01:28:15          98.36    0.5480
2022-01-12/01:28:15          118.6    0.4740
2022-01-12/01:28:15          142.9    0.4018
2022-01-12/01:28:15          171.8    0.3451
2022-01-12/01:28:15          206.7    0.3048
2022-01-12/01:28:15          247.6    0.2659
2022-01-12/01:28:15          295.9    0.2416
2022-01-12/01:28:15          353.2    0.2161
2022-01-12/01:28:15          421.5    0.1914
2022-01-12/01:28:15          504.2    0.1737
2022-01-12/01:28:15          605.4    0.1553
2022-01-12/01:28:15          731.8    0.1389
2022-01-12/01:28:15          972.3    0.1168
2022-01-12/01:28:45        0.03075     0.000
2022-01-12/01:28:45        0.03242     0.000
2022-01-12/01:28:45        0.04127     0.000
2022-01-12/01:28:45        0.05200     0.000
2022-01-12/01:28:45        0.06481     0.000
2022-01-12/01:28:45        0.08088     0.000
2022-01-12/01:28:45         0.1005     0.000
2022-01-12/01:28:45         0.1256     0.000
2022-01-12/01:28:45         0.1565     0.000
2022-01-12/01:28:45         0.1950    0.6722
2022-01-12/01:28:45         0.2432    0.9492
2022-01-12/01:28:45         0.3030    0.9861
2022-01-12/01:28:45         0.3776    0.9919
2022-01-12/01:28:45         0.4700    0.9943
2022-01-12/01:28:45         0.5855    0.9955
2022-01-12/01:28:45         0.7291    0.9961
2022-01-12/01:28:45         0.9078    0.9961
2022-01-12/01:28:45          1.129    0.9959
2022-01-12/01:28:45          1.406    0.9955
2022-01-12/01:28:45          1.751    0.9948
2022-01-12/01:28:45          2.180    0.9972
2022-01-12/01:28:45          2.715    0.9983
2022-01-12/01:28:45          3.375    0.9980
2022-01-12/01:28:45          4.202    0.9974
2022-01-12/01:28:45          5.232    0.9963
2022-01-12/01:28:45          6.521    0.9944
2022-01-12/01:28:45          8.126    0.9916
2022-01-12/01:28:45          10.11    0.9868
2022-01-12/01:28:45          12.59    0.9862
2022-01-12/01:28:45          15.68    0.9800
2022-01-12/01:28:45          19.53    0.9752
2022-01-12/01:28:45          24.32    0.9702
2022-01-12/01:28:45          39.23    0.9235
2022-01-12/01:28:45          46.73    0.8818
2022-01-12/01:28:45          56.30    0.8204
2022-01-12/01:28:45          67.84    0.7590
2022-01-12/01:28:45          81.77    0.7204
2022-01-12/01:28:45          98.36    0.7017
2022-01-12/01:28:45          118.6    0.6284
2022-01-12/01:28:45          142.9    0.5456
2022-01-12/01:28:45          171.8    0.4773
2022-01-12/01:28:45          206.7    0.4327
2022-01-12/01:28:45          247.6    0.3827
2022-01-12/01:28:45          295.9    0.3489
2022-01-12/01:28:45          353.2    0.3126
2022-01-12/01:28:45          421.5    0.2776
2022-01-12/01:28:45          504.2    0.2536
2022-01-12/01:28:45          605.4    0.2269
2022-01-12/01:28:45          731.8    0.2034
2022-01-12/01:28:45          972.3    0.1713
2022-01-12/01:29:15        0.03075     0.000
2022-01-12/01:29:15        0.03242     0.000
2022-01-12/01:29:15        0.04127     0.000
2022-01-12/01:29:15        0.05200     0.000
2022-01-12/01:29:15        0.06481     0.000
2022-01-12/01:29:15        0.08088     0.000
2022-01-12/01:29:15         0.1005     0.000
2022-01-12/01:29:15         0.1256     0.000
2022-01-12/01:29:15         0.1565     0.000
2022-01-12/01:29:15         0.1950    0.4432
2022-01-12/01:29:15         0.2432    0.8588
2022-01-12/01:29:15         0.3030    0.9581
2022-01-12/01:29:15         0.3776    0.9757
2022-01-12/01:29:15         0.4700    0.9831
2022-01-12/01:29:15         0.5855    0.9890
2022-01-12/01:29:15         0.7291    0.9907
2022-01-12/01:29:15         0.9078    0.9908
2022-01-12/01:29:15          1.129    0.9900
2022-01-12/01:29:15          1.406    0.9884
2022-01-12/01:29:15          1.751    0.9861
2022-01-12/01:29:15          2.180    0.9968
2022-01-12/01:29:15          2.715    0.9984
2022-01-12/01:29:15          3.375    0.9981
2022-01-12/01:29:15          4.202    0.9974
2022-01-12/01:29:15          5.232    0.9961
2022-01-12/01:29:15          6.521    0.9936
2022-01-12/01:29:15          8.126    0.9892
2022-01-12/01:29:15          10.11    0.9815
2022-01-12/01:29:15          12.59    0.9822
2022-01-12/01:29:15          15.68    0.9739
2022-01-12/01:29:15          19.53    0.9636
2022-01-12/01:29:15          24.32    0.9493
2022-01-12/01:29:15          39.23    0.8712
2022-01-12/01:29:15          46.73    0.8185
2022-01-12/01:29:15          56.30    0.7456
2022-01-12/01:29:15          67.84    0.6648
2022-01-12/01:29:15          81.77    0.5958
2022-01-12/01:29:15          98.36    0.5716
2022-01-12/01:29:15          118.6    0.4988
2022-01-12/01:29:15          142.9    0.4221
2022-01-12/01:29:15          171.8    0.3572
2022-01-12/01:29:15          206.7    0.3090
2022-01-12/01:29:15          247.6    0.2646
2022-01-12/01:29:15          295.9    0.2472
2022-01-12/01:29:15          353.2    0.2241
2022-01-12/01:29:15          421.5    0.1985
2022-01-12/01:29:15          504.2    0.1810
2022-01-12/01:29:15          605.4    0.1625
2022-01-12/01:29:15          731.8    0.1468
2022-01-12/01:29:15          972.3    0.1261
2022-01-12/01:29:45        0.03075     0.000
2022-01-12/01:29:45        0.03242     0.000
2022-01-12/01:29:45        0.04127     0.000
2022-01-12/01:29:45        0.05200     0.000
2022-01-12/01:29:45        0.06481     0.000
2022-01-12/01:29:45        0.08088     0.000
2022-01-12/01:29:45         0.1005     0.000
2022-01-12/01:29:45         0.1256     0.000
2022-01-12/01:29:45         0.1565     0.000
2022-01-12/01:29:45         0.1950    0.4502
2022-01-12/01:29:45         0.2432    0.8658
2022-01-12/01:29:45         0.3030    0.9611
2022-01-12/01:29:45         0.3776    0.9777
2022-01-12/01:29:45         0.4700    0.9852
2022-01-12/01:29:45         0.5855    0.9921
2022-01-12/01:29:45         0.7291    0.9937
2022-01-12/01:29:45         0.9078    0.9936
2022-01-12/01:29:45          1.129    0.9929
2022-01-12/01:29:45          1.406    0.9915
2022-01-12/01:29:45          1.751    0.9894
2022-01-12/01:29:45          2.180    0.9979
2022-01-12/01:29:45          2.715    0.9990
2022-01-12/01:29:45          3.375    0.9988
2022-01-12/01:29:45          4.202    0.9983
2022-01-12/01:29:45          5.232    0.9975
2022-01-12/01:29:45          6.521    0.9958
2022-01-12/01:29:45          8.126    0.9930
2022-01-12/01:29:45          10.11    0.9881
2022-01-12/01:29:45          12.59    0.9901
2022-01-12/01:29:45          15.68    0.9858
2022-01-12/01:29:45          19.53    0.9801
2022-01-12/01:29:45          24.32    0.9708
2022-01-12/01:29:45          39.23    0.9253
2022-01-12/01:29:45          46.73    0.8957
2022-01-12/01:29:45          56.30    0.8505
2022-01-12/01:29:45          67.84    0.7888
2022-01-12/01:29:45          81.77    0.7170
2022-01-12/01:29:45          98.36    0.6766
2022-01-12/01:29:45          118.6    0.6013
2022-01-12/01:29:45          142.9    0.5223
2022-01-12/01:29:45          171.8    0.4523
2022-01-12/01:29:45          206.7    0.3939
2022-01-12/01:29:45          247.6    0.3395
2022-01-12/01:29:45          295.9    0.3162
2022-01-12/01:29:45          353.2    0.2873
2022-01-12/01:29:45          421.5    0.2558
2022-01-12/01:29:45          504.2    0.2330
2022-01-12/01:29:45          605.4    0.2095
2022-01-12/01:29:45          731.8    0.1887
2022-01-12/01:29:45          972.3    0.1616
2022-01-12/01:30:15        0.03075     0.000
2022-01-12/01:30:15        0.03242     0.000
2022-01-12/01:30:15        0.04127     0.000
2022-01-12/01:30:15        0.05200     0.000
2022-01-12/01:30:15        0.06481     0.000
2022-01-12/01:30:15        0.08088     0.000
2022-01-12/01:30:15         0.1005     0.000
2022-01-12/01:30:15         0.1256     0.000
2022-01-12/01:30:15         0.1565     0.000
2022-01-12/01:30:15         0.1950  0.008610
2022-01-12/01:30:15         0.2432    0.1084
2022-01-12/01:30:15         0.3030    0.2637
2022-01-12/01:30:15         0.3776    0.3847
2022-01-12/01:30:15         0.4700    0.7772
2022-01-12/01:30:15         0.5855    0.9635
2022-01-12/01:30:15         0.7291    0.9745
2022-01-12/01:30:15         0.9078    0.9738
2022-01-12/01:30:15          1.129    0.9692
2022-01-12/01:30:15          1.406    0.9596
2022-01-12/01:30:15          1.751    0.9425
2022-01-12/01:30:15          2.180    0.9970
2022-01-12/01:30:15          2.715    0.9987
2022-01-12/01:30:15          3.375    0.9984
2022-01-12/01:30:15          4.202    0.9977
2022-01-12/01:30:15          5.232    0.9964
2022-01-12/01:30:15          6.521    0.9939
2022-01-12/01:30:15          8.126    0.9893
2022-01-12/01:30:15          10.11    0.9806
2022-01-12/01:30:15          12.59    0.9801
2022-01-12/01:30:15          15.68    0.9700
2022-01-12/01:30:15          19.53    0.9542
2022-01-12/01:30:15          24.32    0.9273
2022-01-12/01:30:15          39.23    0.8159
2022-01-12/01:30:15          46.73    0.7599
2022-01-12/01:30:15          56.30    0.6836
2022-01-12/01:30:15          67.84    0.5894
2022-01-12/01:30:15          81.77    0.4914
2022-01-12/01:30:15          98.36    0.4659
2022-01-12/01:30:15          118.6    0.4063
2022-01-12/01:30:15          142.9    0.3431
2022-01-12/01:30:15          171.8    0.2821
2022-01-12/01:30:15          206.7    0.2262
2022-01-12/01:30:15          247.6    0.1844
2022-01-12/01:30:15          295.9    0.1811
2022-01-12/01:30:15          353.2    0.1686
2022-01-12/01:30:15          421.5    0.1500
2022-01-12/01:30:15          504.2    0.1361
2022-01-12/01:30:15          605.4    0.1234
2022-01-12/01:30:15          731.8    0.1133
2022-01-12/01:30:15          972.3    0.1003
2022-01-12/01:30:45        0.03075     0.000
2022-01-12/01:30:45        0.03242     0.000
2022-01-12/01:30:45        0.04127     0.000
2022-01-12/01:30:45        0.05200     0.000
2022-01-12/01:30:45        0.06481     0.000
2022-01-12/01:30:45        0.08088     0.000
2022-01-12/01:30:45         0.1005     0.000
2022-01-12/01:30:45         0.1256     0.000
2022-01-12/01:30:45         0.1565     0.000
2022-01-12/01:30:45         0.1950    0.2719
2022-01-12/01:30:45         0.2432    0.6959
2022-01-12/01:30:45         0.3030    0.8933
2022-01-12/01:30:45         0.3776    0.9372
2022-01-12/01:30:45         0.4700    0.9598
2022-01-12/01:30:45         0.5855    0.9824
2022-01-12/01:30:45         0.7291    0.9864
2022-01-12/01:30:45         0.9078    0.9862
2022-01-12/01:30:45          1.129    0.9844
2022-01-12/01:30:45          1.406    0.9808
2022-01-12/01:30:45          1.751    0.9751
2022-01-12/01:30:45          2.180    0.9984
2022-01-12/01:30:45          2.715    0.9993
2022-01-12/01:30:45          3.375    0.9991
2022-01-12/01:30:45          4.202    0.9988
2022-01-12/01:30:45          5.232    0.9981
2022-01-12/01:30:45          6.521    0.9968
2022-01-12/01:30:45          8.126    0.9943
2022-01-12/01:30:45          10.11    0.9896
2022-01-12/01:30:45          12.59    0.9887
2022-01-12/01:30:45          15.68    0.9826
2022-01-12/01:30:45          19.53    0.9734
2022-01-12/01:30:45          24.32    0.9579
2022-01-12/01:30:45          39.23    0.8852
2022-01-12/01:30:45          46.73    0.8416
2022-01-12/01:30:45          56.30    0.7788
2022-01-12/01:30:45          67.84    0.6991
2022-01-12/01:30:45          81.77    0.6158
2022-01-12/01:30:45          98.36    0.5962
2022-01-12/01:30:45          118.6    0.5315
2022-01-12/01:30:45          142.9    0.4561
2022-01-12/01:30:45          171.8    0.3811
2022-01-12/01:30:45          206.7    0.3140
2022-01-12/01:30:45          247.6    0.2602
2022-01-12/01:30:45          295.9    0.2527
2022-01-12/01:30:45          353.2    0.2339
2022-01-12/01:30:45          421.5    0.2079
2022-01-12/01:30:45          504.2    0.1887
2022-01-12/01:30:45          605.4    0.1703
2022-01-12/01:30:45          731.8    0.1558
2022-01-12/01:30:45          972.3    0.1369
2022-01-12/01:31:15        0.03075     0.000
2022-01-12/01:31:15        0.03242     0.000
2022-01-12/01:31:15        0.04127     0.000
2022-01-12/01:31:15        0.05200     0.000
